STATION,lat,lon,wiki
RECTOR STREET-CHURCH STREET,40.707733,-74.012971,https://en.wikipedia.org/wiki/Rector_Street_(IRT_Broadway%E2%80%93Seventh_Avenue_Line)
AVENUE J-EAST 16TH STREET,40.625276,-73.961372,https://en.wikipedia.org/wiki/Avenue_J_(BMT_Brighton_Line)
AVENUE M-EAST 16TH STREET,40.618269,-73.95961,https://en.wikipedia.org/wiki/Avenue_M_(BMT_Brighton_Line)
NECK ROAD-EAST 16TH STREET,40.595124,-73.95528,https://en.wikipedia.org/wiki/Neck_Road_(BMT_Brighton_Line)
UNION STREET-4TH AVENUE,40.678108,-73.98391,https://en.wikipedia.org/wiki/Union_Street_(BMT_Fourth_Avenue_Line)
45TH STREET-4TH AVENUE,40.6494472,-74.0093806,https://en.wikipedia.org/wiki/45th_Street_(BMT_Fourth_Avenue_Line)
53RD STREET-4TH AVENUE,40.64361,-74.0155167,https://en.wikipedia.org/wiki/53rd_Street_(BMT_Fourth_Avenue_Line)
50TH STREET-NEW UTRECHT AVE,40.63611,-73.99498,https://en.wikipedia.org/wiki/50th_Street_(BMT_West_End_Line)
BEDFORD AVE-NORTH 7TH ST,40.71772,-73.95756,https://en.wikipedia.org/wiki/Bedford_Avenue_(BMT_Canarsie_Line)
DEKALB AVE-WYCKOFF AVE,40.704294,-73.919277,https://en.wikipedia.org/wiki/DeKalb_Avenue_(BMT_Canarsie_Line)
182ND STREET-183RD STREET,40.856766,-73.900309,https://en.wikipedia.org/wiki/182nd%E2%80%93183rd_Streets_(IND_Concourse_Line)
STEINWAY ST-BROADWAY,40.758668,-73.918934,https://en.wikipedia.org/wiki/Steinway_Street_(IND_Queens_Boulevard_Line)
GREENPOINT AVE,40.730153,-73.954296,https://en.wikipedia.org/wiki/Greenpoint_Avenue_(IND_Crosstown_Line)
GRAND ST-CHRISTIE ST,40.718119,-73.993864,https://en.wikipedia.org/wiki/Grand_Street_(IND_Sixth_Avenue_Line)
15TH ST-PROSPECT PARK WEST,40.6605444,-73.9799833,https://en.wikipedia.org/wiki/15th_Street%E2%80%93Prospect_Park_(IND_Culver_Line)
18TH AVE-MCDONALD AVE,40.629625,-73.9769639,https://en.wikipedia.org/wiki/18th_Avenue_(IND_Culver_Line)
170TH STREET-JEROME AVENUE,40.840178,-73.917732,https://en.wikipedia.org/wiki/170th_Street_(IRT_Jerome_Avenue_Line)
BURNSIDE AVE-JEROME AVE,40.853748,-73.90739,https://en.wikipedia.org/wiki/Burnside_Avenue_(IRT_Jerome_Avenue_Line)
ST LAWRENCE AVE-WEST AVE,40.831573,-73.867307,https://en.wikipedia.org/wiki/St._Lawrence_Avenue_(IRT_Pelham_Line)
PROSPECT AVENUE-4TH AVENUE,40.666789,-73.994079,https://en.wikipedia.org/wiki/Prospect_Avenue_(BMT_Fourth_Avenue_Line)
55TH ST-NEW UTRECHT AVE,40.631892,-73.995709,https://en.wikipedia.org/wiki/55th_Street_(BMT_West_End_Line)
1ST AVENUE-14TH STREET,40.731324,-73.982577,https://en.wikipedia.org/wiki/First_Avenue_(BMT_Canarsie_Line)
GRAHAM AVE-METROPOLITAN AVE,40.714509,-73.944426,https://en.wikipedia.org/wiki/Graham_Avenue_(BMT_Canarsie_Line)
GRAND ST-BUSHWICK AVE,40.711906,-73.940735,https://en.wikipedia.org/wiki/Grand_Street_(BMT_Canarsie_Line)
96TH ST-CENTRAL PARK WEST,40.791622,-73.964725,https://en.wikipedia.org/wiki/96th_Street_(IND_Eighth_Avenue_Line)
HIGH ST-CADMAN PLAZA WEST,40.69889,-73.98972,https://en.wikipedia.org/wiki/High_Street_(IND_Eighth_Avenue_Line)
GRAND AVE-QUEENS BOULEVARD,40.73695,-73.877521,https://en.wikipedia.org/wiki/Grand_Avenue%E2%80%93Newtown_(IND_Queens_Boulevard_Line)
VAN WYCK BLVD-MAIN STREET,40.70969,-73.8196,https://en.wikipedia.org/wiki/Briarwood_(IND_Queens_Boulevard_Line)
NASSAU AVE-MANHATTAN AVE,40.723811,-73.95082,https://en.wikipedia.org/wiki/Nassau_Avenue_(IND_Crosstown_Line)
EAST BROADWAY-MADISON ST,40.714216,-73.990259,https://en.wikipedia.org/wiki/East_Broadway_(IND_Sixth_Avenue_Line)
4TH AVENUE-9TH STREET,40.6709556,-73.9913972,https://en.wikipedia.org/wiki/Fourth_Avenue/Ninth_Street_(New_York_City_Subway)
ROOSEVELT ISLAND,40.759188,-73.953438,https://en.wikipedia.org/wiki/Roosevelt_Island_(IND_63rd_Street_Line)
181ST STREET-ST NICHOLAS AV,40.849,-73.934,https://en.wikipedia.org/wiki/181st_Street_(IRT_Broadway%E2%80%93Seventh_Avenue_Line)
40TH STREET-LOWERY STREET,40.7438111,-73.9241778,https://en.wikipedia.org/wiki/40th_Street%E2%80%93Lowery_Street_(IRT_Flushing_Line)
BEVERLEY ROAD -EAST 15TH ST,40.6446265,-73.964472,https://en.wikipedia.org/wiki/Beverley_Road_station
AVENUE H-EAST 16TH STREET,40.630003,-73.962016,https://en.wikipedia.org/wiki/Avenue_H_(BMT_Brighton_Line)
OCEAN PKWAY-BRIGHTON BCH AV,40.576252,-73.968587,https://en.wikipedia.org/wiki/Ocean_Parkway_(BMT_Brighton_Line)
MONTROSE AVENUE,40.707612,-73.939877,https://en.wikipedia.org/wiki/Montrose_Avenue_(BMT_Canarsie_Line)
HALSEY STREET-WYCKOFF AVE,40.696095,-73.905029,https://en.wikipedia.org/wiki/Halsey_Street_(BMT_Canarsie_Line)
46TH STREET-BROADWAY,40.756685,-73.914256,https://en.wikipedia.org/wiki/46th_Street_(IND_Queens_Boulevard_Line)
METROPOLITAN AVE-LORIMER ST,40.714223,-73.94929,https://en.wikipedia.org/wiki/Metropolitan_Avenue/Lorimer_Street_(New_York_City_Subway)
BEDFORD AVENUE-NOSTRAND AVE,40.689587,-73.953567,https://en.wikipedia.org/wiki/Bedford%E2%80%93Nostrand_Avenues_(IND_Crosstown_Line)
SMITH STREET-9TH STREET,40.67444,-73.99722,https://en.wikipedia.org/wiki/Smith%E2%80%93Ninth_Streets_(IND_Culver_Line)
AVENUE X-MCDONALD AVENUE,40.5901417,-73.974125,https://en.wikipedia.org/wiki/Avenue_X_(IND_Culver_Line)
28TH STREET-7TH AVENUE,40.747,-73.993,https://en.wikipedia.org/wiki/28th_Street_(IRT_Broadway%E2%80%93Seventh_Avenue_Line)
145TH STREET-BROADWAY,40.826,-73.95,https://en.wikipedia.org/wiki/145th_Street_(IRT_Broadway%E2%80%93Seventh_Avenue_Line)
191ST STREET-ST NICHOLAS AV,40.855,-73.929,https://en.wikipedia.org/wiki/191st_Street_(IRT_Broadway%E2%80%93Seventh_Avenue_Line)
183RD STREET-JEROME AVENUE,40.858324,-73.903999,https://en.wikipedia.org/wiki/183rd_Street_(IRT_Jerome_Avenue_Line)
JACKSON AVENUE-VERNON BLVD,40.74264,-73.95391,https://en.wikipedia.org/wiki/Vernon_Boulevard%E2%80%93Jackson_Avenue_(IRT_Flushing_Line)
PRESIDENT ST-NOSTRAND AVE,40.668009,-73.950691,https://en.wikipedia.org/wiki/President_Street_(IRT_Nostrand_Avenue_Line)
25TH STREET-4TH AVENUE,40.6605,-73.998,https://en.wikipedia.org/wiki/25th_Street_(BMT_Fourth_Avenue_Line)
JEFFERSON STREET-WYCKOFF AV,40.706994,-73.923569,https://en.wikipedia.org/wiki/Jefferson_Street_(BMT_Canarsie_Line)
190TH STREET-OVERLOOK TERR,40.858986,-73.93404,https://en.wikipedia.org/wiki/190th_Street_(IND_Eighth_Avenue_Line)
72ND STREET-CENTRAL PK WEST,40.776154,-73.976011,https://en.wikipedia.org/wiki/72nd_Street_(IND_Eighth_Avenue_Line)
SPRING STREET-6TH AVENUE,40.725503,-74.004035,https://en.wikipedia.org/wiki/Spring_Street_(IND_Eighth_Avenue_Line)
LAFAYETTE AVENUE-FULTON ST,40.686268,-73.974466,https://en.wikipedia.org/wiki/Lafayette_Avenue_(IND_Fulton_Street_Line)
CLINTON AVENUE-FULTON ST,40.683176,-73.965883,https://en.wikipedia.org/wiki/Clinton%E2%80%93Washington_Avenues_(IND_Fulton_Street_Line)
MOTT AVENUE-BEACH 22ND ST,40.603983,-73.755426,https://en.wikipedia.org/wiki/Far_Rockaway%E2%80%93Mott_Avenue_station
MYRTLE AVENUE-MARCY AVENUE,40.695455,-73.949149,https://en.wikipedia.org/wiki/Myrtle_Avenue_(BMT_Jamaica_Line)
CLASSON AVENUE-LAFAYETTE AV,40.688839,-73.960047,https://en.wikipedia.org/wiki/Classon_Avenue_(IND_Crosstown_Line)
7TH AVENUE-9TH STREET,40.6668306,-73.9816,https://en.wikipedia.org/wiki/Seventh_Avenue_(IND_Culver_Line)
FT HAMILTON PKY-GREENWOOD,40.6514556,-73.9758556,https://en.wikipedia.org/wiki/Fort_Hamilton_Parkway_(IND_Culver_Line)
HOUSTON STREET-VARICK ST,40.728592,-74.005322,https://en.wikipedia.org/wiki/Houston_Street_(IRT_Broadway%E2%80%93Seventh_Avenue_Line)
33RD STREET-QUEENS BLVD,40.7446167,-73.931306,https://en.wikipedia.org/wiki/33rd_Street%E2%80%93Rawson_Street_(IRT_Flushing_Line)
BAYCHESTER AVE-TILLOTSON,40.87864,-73.838369,https://en.wikipedia.org/wiki/Baychester_Avenue_(IRT_Dyre_Avenue_Line)
34TH STREET - PENN STATION,40.751,-73.991,https://en.wikipedia.org/wiki/34th_Street%E2%80%93Penn_Station_(IRT_Broadway%E2%80%93Seventh_Avenue_Line)
MORGAN AVENUE-HARRISON PL,40.706279,-73.93198,https://en.wikipedia.org/wiki/Morgan_Avenue_(BMT_Canarsie_Line)
WILSON AVENUE-MOFFAT STREET,40.6885,-73.9044,https://en.wikipedia.org/wiki/Wilson_Avenue_(BMT_Canarsie_Line)
163RD ST & AMSTERDAM AVE,40.836866,-73.940134,https://en.wikipedia.org/wiki/163rd_Street%E2%80%93Amsterdam_Avenue_(IND_Eighth_Avenue_Line)
FRANKLIN AVENUE-FULTON ST,40.681126,-73.955712,https://en.wikipedia.org/wiki/Franklin_Avenue%E2%80%93Fulton_Street_(New_York_City_Subway)
NORTHERN BLVD-BROADWAY,40.753239,-73.906918,https://en.wikipedia.org/wiki/Northern_Boulevard_(IND_Queens_Boulevard_Line)
BROADWAY - UNION AVENUE,40.705433,-73.950219,https://en.wikipedia.org/wiki/Broadway_(IND_Crosstown_Line)
2ND AVENUE-HOUSTON STREET,40.723616,-73.991117,https://en.wikipedia.org/wiki/Second_Avenue_(IND_Sixth_Avenue_Line)
YORK STREET-JAY STREET,40.701529,-73.986783,https://en.wikipedia.org/wiki/York_Street_(IND_Sixth_Avenue_Line)
21ST STREET-QUEENSBRIDGE,40.753954,-73.942451,https://en.wikipedia.org/wiki/21st_Street%E2%80%93Queensbridge_(IND_63rd_Street_Line)
RECTOR STREET-GREENWICH ST,40.708,-74.013,https://en.wikipedia.org/wiki/Rector_Street_(IRT_Broadway%E2%80%93Seventh_Avenue_Line)
WTC-CORTLANDT ST,40.7115,-74.012,https://en.wikipedia.org/wiki/WTC_Cortlandt_(IRT_Broadway%E2%80%93Seventh_Avenue_Line)
238TH STREET-BROADWAY,40.8850972,-73.9006083,https://en.wikipedia.org/wiki/238th_Street_(IRT_Broadway%E2%80%93Seventh_Avenue_Line)
138TH ST-GRAND CONCOURSE,40.81303,-73.929963,https://en.wikipedia.org/wiki/138th_Street%E2%80%93Grand_Concourse_(IRT_Jerome_Avenue_Line)
MT EDEN AVENUE-JEROME AVE,40.844268,-73.914814,https://en.wikipedia.org/wiki/Mount_Eden_Avenue_(IRT_Jerome_Avenue_Line)
176TH STREET-JEROME AVENUE,40.848619,-73.911767,https://en.wikipedia.org/wiki/176th_Street_(IRT_Jerome_Avenue_Line)
111TH STREET-ROOSEVELT AVE,40.7517139,-73.8556361,https://en.wikipedia.org/wiki/111th_Street_(IRT_Flushing_Line)
BOWERY STREET-DELANCEY ST,40.720299,-73.994079,https://en.wikipedia.org/wiki/Bowery_(BMT_Nassau_Street_Line)
WEST 6TH STREET-SURF AVENUE,40.5761778,-73.9758,https://en.wikipedia.org/wiki/West_Eighth_Street%E2%80%93New_York_Aquarium_(New_York_City_Subway)
BUSHWICK AVENUE-ABERDEEN ST,40.682851,-73.905158,https://en.wikipedia.org/wiki/Bushwick_Avenue%E2%80%93Aberdeen_Street_(BMT_Canarsie_Line)
103RD ST-CENTRAL PARK WEST,40.79604,-73.96142,https://en.wikipedia.org/wiki/103rd_Street_(IND_Eighth_Avenue_Line)
155TH STREET-8TH AVENUE,40.830348,-73.936726,https://en.wikipedia.org/wiki/155th_Street_(IND_Eighth_Avenue_Line)
FLUSHING AVENUE-MARCY AVE,40.699801,-73.950051,https://en.wikipedia.org/wiki/Flushing_Avenue_(BMT_Jamaica_Line)
LAFAYETTE AV-WASHINGTON AV,40.68812,-73.967583,https://en.wikipedia.org/wiki/Lafayette_Avenue_(IND_Fulton_Street_Line)
FULTON STREET-LAFAYETTE AV,40.686294,-73.9745,https://en.wikipedia.org/wiki/Lafayette_Avenue_(IND_Fulton_Street_Line)
63RD STREET-LEXINGTON AVE,40.764649,-73.966398,https://en.wikipedia.org/wiki/Lexington_Avenue%E2%80%9363rd_Street_(63rd_Street_lines)
CANAL STREET-VARICK STREET,40.722,-74.006,https://en.wikipedia.org/wiki/Canal_Street_(IRT_Broadway%E2%80%93Seventh_Avenue_Line)
18TH STREET-7TH AVENUE,40.741,-73.998,https://en.wikipedia.org/wiki/18th_Street_(IRT_Broadway%E2%80%93Seventh_Avenue_Line)
SPRING STREET-LAFAYETTE ST,40.72222,-73.99722,https://en.wikipedia.org/wiki/Spring_Street_(IRT_Lexington_Avenue_Line)
111TH STREET-LENOX AVENUE,40.798,-73.953,https://en.wikipedia.org/wiki/Central_Park_North%E2%80%93110th_Street_(IRT_Lenox_Avenue_Line)
116TH STREET-LENOX AVENUE,40.802,-73.95,https://en.wikipedia.org/wiki/116th_Street_(IRT_Lenox_Avenue_Line)
WHITLOCK AVE-WESTCHESTER AV,40.827514,-73.886147,https://en.wikipedia.org/wiki/Whitlock_Avenue_(IRT_Pelham_Line)
ZEREGA AVE-WESTCHESTER AVE,40.836769,-73.846793,https://en.wikipedia.org/wiki/Zerega_Avenue_(IRT_Pelham_Line)
52ND STREET-ROOSEVELT AVE,40.7440361,-73.9128639,https://en.wikipedia.org/wiki/52nd_Street_(IRT_Flushing_Line)
WILLETS PT BLVD-ROOSEVELT,40.7545583,-73.8455806,https://en.wikipedia.org/wiki/Mets%E2%80%93Willets_Point_(IRT_Flushing_Line)
MORRIS PARK-PAULDING AVENUE,40.854429,-73.860397,https://en.wikipedia.org/wiki/Morris_Park_(IRT_Dyre_Avenue_Line)
3RD AVENUE-14TH STREET,40.733278,-73.98722,https://en.wikipedia.org/wiki/14th_Street_(IRT_Third_Avenue_Line)
155TH STREET-ST NICHOLAS AV,40.830859,-73.9414,https://en.wikipedia.org/wiki/155th_Street_(IND_Eighth_Avenue_Line)
135TH STREET-ST NICHOLAS AV,40.81709,-73.94803,https://en.wikipedia.org/wiki/135th_Street_(IND_Eighth_Avenue_Line)
116TH STREET-8TH AVENUE,40.804389,-73.955412,https://en.wikipedia.org/wiki/116th_Street_(IND_Eighth_Avenue_Line)
110TH STREET-8TH AVENUE,40.800524,-73.958244,https://en.wikipedia.org/wiki/Cathedral_Parkway%E2%80%93110th_Street_(IND_Eighth_Avenue_Line)
GASTON AVENUE-BEACH 67TH ST,40.59092,-73.79681,https://en.wikipedia.org/wiki/Beach_67th_Street_(IND_Rockaway_Line)
STRAITON AVE-BEACH 60TH ST,40.592395,-73.788536,https://en.wikipedia.org/wiki/Beach_60th_Street_(IND_Rockaway_Line)
FRANK AVENUE-BEACH 44TH ST,40.592928,-73.775986,https://en.wikipedia.org/wiki/Beach_44th_Street_(IND_Rockaway_Line)
EDGEMERE-BEACH 36TH STREET,40.595413,-73.768076,https://en.wikipedia.org/wiki/Beach_36th_Street_(IND_Rockaway_Line)
36TH STREET-NORTHERN BLVD,40.752036,-73.927903,https://en.wikipedia.org/wiki/36th_Street_(IND_Queens_Boulevard_Line)
65TH STREET-BROADWAY,40.7494,-73.8973,https://en.wikipedia.org/wiki/65th_Street_(IND_Queens_Boulevard_Line)
75TH AVENUE-QUEENS BLVD,40.71864,-73.837738,https://en.wikipedia.org/wiki/75th_Avenue_(IND_Queens_Boulevard_Line)
VAN WYCK BLVD-METROPOLITAN,40.701905,-73.81656,https://en.wikipedia.org/wiki/Jamaica%E2%80%93Van_Wyck_(IND_Archer_Avenue_Line)
FRANKLIN STREET-WEST BWAY,40.719,-74.007,https://en.wikipedia.org/wiki/Franklin_Street_(IRT_Broadway%E2%80%93Seventh_Avenue_Line)
145TH STREET-LENOX AVENUE,40.82,-73.936,https://en.wikipedia.org/wiki/145th_Street_(IRT_Lenox_Avenue_Line)
148TH STREET-LENOX AVENUE,40.824,-73.937,https://en.wikipedia.org/wiki/Harlem%E2%80%93148th_Street_(IRT_Lenox_Avenue_Line)
COURT SQ,40.746865,-73.945257,https://en.wikipedia.org/wiki/Court_Square%E2%80%9323rd_Street_(New_York_City_Subway)
69TH STREET-ROOSEVELT AVE,40.7462583,-73.89685,https://en.wikipedia.org/wiki/69th_Street_(IRT_Flushing_Line)
ATLANTIC AV-VAN SINDEREN AV,40.676053,-73.905925,https://en.wikipedia.org/wiki/East_New_York_station
SUTTER AVE-VAN SINDEREN AVE,40.668367,-73.901768,https://en.wikipedia.org/wiki/Sutter_Avenue_(BMT_Canarsie_Line)
LIVONIA AVE-VAN SINDEREN AV,40.663745,-73.90048,https://en.wikipedia.org/wiki/Livonia_Avenue_(BMT_Canarsie_Line)
HEWES STREET-BROADWAY,40.706669,-73.953009,https://en.wikipedia.org/wiki/Hewes_Street_(BMT_Jamaica_Line)
LORIMER STREET-BROADWAY,40.704099,-73.947902,https://en.wikipedia.org/wiki/Lorimer_Street_(BMT_Jamaica_Line)
104TH STREET-LIBERTY AVENUE,40.682233,-73.837352,https://en.wikipedia.org/wiki/104th_Street_(IND_Fulton_Street_Line)
109TH STREET-LIBERTY AVENUE,40.684673,-73.831129,https://en.wikipedia.org/wiki/111th_Street_(IND_Fulton_Street_Line)
LEFFERTS BLVD-LIBERTY AVE,40.686203,-73.82422,https://en.wikipedia.org/wiki/Ozone_Park%E2%80%93Lefferts_Boulevard_(IND_Fulton_Street_Line)
NORTH CONDUIT AVE-COHANCEY,40.668325,-73.834034,https://en.wikipedia.org/wiki/Aqueduct%E2%80%93North_Conduit_Avenue_(IND_Rockaway_Line)
BEACH 25TH STREET-WAVECREST,40.6000611,-73.7614222,https://en.wikipedia.org/wiki/Beach_25th_Street_(IND_Rockaway_Line)
COURT SQ-23 ST,40.7476,-73.9451,https://en.wikipedia.org/wiki/Court_Square%E2%80%9323rd_Street_(New_York_City_Subway)
21ST STREET-JACKSON AVENUE,40.744591,-73.948674,https://en.wikipedia.org/wiki/21st_Street_(IND_Crosstown_Line)
PELHAM PKWY-WHITE PLAINS RD,40.857,-73.868,https://en.wikipedia.org/wiki/Pelham_Parkway_(IRT_White_Plains_Road_Line)
ALLERTON AV-WHITE PLAINS RD,40.865,-73.867,https://en.wikipedia.org/wiki/Allerton_Avenue_(IRT_White_Plains_Road_Line)
BURKE AVE-WHITE PLAINS ROAD,40.871,-73.867,https://en.wikipedia.org/wiki/Burke_Avenue_(IRT_White_Plains_Road_Line)
GUNHILL RD-WHITE PLAINS RD,40.877,-73.867,https://en.wikipedia.org/wiki/Gun_Hill_Road_(IRT_White_Plains_Road_Line)
219TH ST-WHITE PLAINS ROAD,40.883,-73.863,https://en.wikipedia.org/wiki/219th_Street_(IRT_White_Plains_Road_Line)
225TH ST-WHITE PLAINS ROAD,40.888,-73.86,https://en.wikipedia.org/wiki/225th_Street_(IRT_White_Plains_Road_Line)
233RD ST-WHITE PLAINS ROAD,40.893,-73.857,https://en.wikipedia.org/wiki/233rd_Street_(IRT_White_Plains_Road_Line)
9TH AVENUE-39TH STREET,40.646575,-73.994674,https://en.wikipedia.org/wiki/Ninth_Avenue_(BMT_West_End_Line)
FORT HAMILTON PKWY-45TH ST,40.6407,-73.9944,https://en.wikipedia.org/wiki/Fort_Hamilton_Parkway_(BMT_West_End_Line)
71ST STREET-NEW UTRECHT AVE,40.619165,-73.998992,https://en.wikipedia.org/wiki/71st_Street_(BMT_West_End_Line)
79TH STREET-17TH AVENUE,40.613514,-74.000546,https://en.wikipedia.org/wiki/79th_Street_(IRT_Broadway%E2%80%93Seventh_Avenue_Line)
18TH AVENUE-86TH STREET,40.608667,-74.002115,https://en.wikipedia.org/wiki/18th_Avenue_station_(BMT_West_End_Line)
20TH AVENUE-86TH STREET,40.6047,-73.9985,https://en.wikipedia.org/wiki/20th_Avenue_(BMT_West_End_Line)
BAY PARKWAY-86TH STREET,40.602655,-73.994293,https://en.wikipedia.org/wiki/Bay_Parkway_(BMT_West_End_Line)
NEW LOTS AV-VAN SINDEREN AV,40.65884,-73.89919,https://en.wikipedia.org/wiki/New_Lots_Avenue_(IRT_New_Lots_Line)
EAST 105TH ST-FARRAGUT ROAD,40.651308,-73.899021,https://en.wikipedia.org/wiki/East_105th_Street_(BMT_Canarsie_Line)
FLUSHING AVE-BROADWAY,40.700683,-73.941979,https://en.wikipedia.org/wiki/Flushing_Avenue_(BMT_Jamaica_Line)
MYRTLE AVENUE-BROADWAY,40.69694,-73.93528,https://en.wikipedia.org/wiki/Myrtle_Avenue_(BMT_Jamaica_Line)
KOSCIUSZKO STREET-BROADWAY,40.6933,-73.9287,https://en.wikipedia.org/wiki/Kosciuszko_Street_(BMT_Jamaica_Line)
GATES AVENUE-BROADWAY,40.68949,-73.922067,https://en.wikipedia.org/wiki/Gates_Avenue_(BMT_Jamaica_Line)
HALSEY STREET-BROADWAY,40.685682,-73.915458,https://en.wikipedia.org/wiki/Halsey_Street_(BMT_Jamaica_Line)
GRANT AVENUE-PITKIN AVENUE,40.676635,-73.86559,https://en.wikipedia.org/wiki/Grant_Avenue_(IND_Fulton_Street_Line)
HUDSON STREET-78TH STREET,40.67941,-73.859035,https://en.wikipedia.org/wiki/34th_Street%E2%80%93Hudson_Yards_(IRT_Flushing_Line)
BOYD STREET-88TH STREET,40.679857,-73.850968,https://en.wikipedia.org/wiki/88th_Street_(IND_Fulton_Street_Line)
ROCKAWAY BLVD-LIBERTY AVE,40.680459,-73.843703,https://en.wikipedia.org/wiki/Rockaway_Boulevard_(IND_Fulton_Street_Line)
174TH STREET-SOUTHERN BLVD,40.837,-73.888,https://en.wikipedia.org/wiki/174th_Street_(IRT_White_Plains_Road_Line)
EAST TREMONT AVENUE-178 ST,40.84,-73.88,https://en.wikipedia.org/wiki/West_Farms_Square%E2%80%93East_Tremont_Avenue_station
EAST 180TH ST-MORRIS PARK,40.841,-73.874,https://en.wikipedia.org/wiki/East_180th_Street_(IRT_White_Plains_Road_Line)
BRONX PARK EAST,40.849,-73.868,https://en.wikipedia.org/wiki/Bronx_Park_East_(IRT_White_Plains_Road_Line)
8TH AVENUE-62ND STREET,40.6345583,-74.010694,https://en.wikipedia.org/wiki/Eighth_Avenue_(BMT_Sea_Beach_Line)
FORT HAMILTON PARKWAY-62ND,40.6321,-74.006525,https://en.wikipedia.org/wiki/Fort_Hamilton_Parkway_(BMT_Sea_Beach_Line)
18TH AVENUE-62ND STREET,40.620164,-73.989455,https://en.wikipedia.org/wiki/18th_Avenue_(BMT_West_End_Line)
20TH AVENUE-62ND STREET,40.61723,-73.984605,https://en.wikipedia.org/wiki/62nd_Street/New_Utrecht_Avenue_(New_York_City_Subway)
BAY PARKWAY-66TH STREET,40.6128861,-73.9819917,https://en.wikipedia.org/wiki/Bay_Parkway_(BMT_Sea_Beach_Line)
KINGS HIGHWAY-WEST 7TH ST,40.6031472,-73.9802306,https://en.wikipedia.org/wiki/Kings_Highway_(BMT_Sea_Beach_Line)
AVENUE U-WEST 7TH STREET,40.5964944,-73.9789667,https://en.wikipedia.org/wiki/Avenue_U_(BMT_Sea_Beach_Line)
86TH STREET-AVENUE V,40.592862,-73.978235,https://en.wikipedia.org/wiki/86th_Street_(BMT_Fourth_Avenue_Line)
NEW UTRECHT AVENUE-62ND ST,40.626086,-73.997887,https://en.wikipedia.org/wiki/62nd_Street/New_Utrecht_Avenue_(New_York_City_Subway)
25TH AVENUE-86TH STREET,40.598607,-73.987352,https://en.wikipedia.org/wiki/25th_Avenue_(BMT_West_End_Line)
BAY 50TH STREET-STILLWELL,40.5889,-73.98377,https://en.wikipedia.org/wiki/Bay_50th_Street_(BMT_West_End_Line)
CENTRAL AVE-MYRTLE AVE,40.698015,-73.9252,https://en.wikipedia.org/wiki/Central_Avenue_(BMT_Myrtle_Avenue_Line)
SENECA AVENUE-PALMETTO ST,40.702765,-73.907733,https://en.wikipedia.org/wiki/Seneca_Avenue_(BMT_Myrtle_Avenue_Line)
FOREST AVENUE-PUTNAM AVENUE,40.704619,-73.901982,https://en.wikipedia.org/wiki/Forest_Avenue_(BMT_Myrtle_Avenue_Line)
FRESH POND ROAD-68TH AVENUE,40.705953,-73.896704,https://en.wikipedia.org/wiki/Fresh_Pond_Road_(BMT_Myrtle_Avenue_Line)
JACKSON AVENUE-WESTCHESTER,40.8163,-73.908,https://en.wikipedia.org/wiki/Jackson_Avenue_(IRT_White_Plains_Road_Line)
PROSPECT AVENUE-WESTCHESTER,40.819,-73.901,https://en.wikipedia.org/wiki/Prospect_Avenue_(IRT_White_Plains_Road_Line)
INTERVALE 163RD STREET,40.822,-73.897,https://en.wikipedia.org/wiki/Intervale_Avenue_(IRT_White_Plains_Road_Line)
SIMPSON ST-WESTCHESTER AVE,40.824,-73.893,https://en.wikipedia.org/wiki/Simpson_Street_(IRT_White_Plains_Road_Line)
FREEMAN ST-SOUTHERN BLVD,40.83,-73.892,https://en.wikipedia.org/wiki/Freeman_Street_(IRT_White_Plains_Road_Line)
PARK PLACE-FRANKLIN AVENUE,40.674357,-73.957858,https://en.wikipedia.org/wiki/Park_Place_(BMT_Franklin_Avenue_Line)
BOTANIC GARDEN-FRANKLIN AVE,40.670694,-73.959071,https://en.wikipedia.org/wiki/Franklin_Avenue/Botanic_Garden_(New_York_City_Subway)
KNICKERBOCKER AVE-MYRTLE AV,40.698731,-73.918376,https://en.wikipedia.org/wiki/Knickerbocker_Avenue_(BMT_Myrtle_Avenue_Line)
HOWARD BEACH-159TH AVE,40.660445,-73.830316,https://en.wikipedia.org/wiki/Howard_Beach%E2%80%93JFK_Airport_(IND_Rockaway_Line)
BROAD CHANNEL-NOEL ROAD,40.608618,-73.816,https://en.wikipedia.org/wiki/Broad_Channel_(IND_Rockaway_Line)
HOLLAND-BEACH 90TH STREET,40.588095,-73.813499,https://en.wikipedia.org/wiki/Beach_90th_Street_(IND_Rockaway_Line)
PLAYLAND-BEACH 98TH STREET,40.585441,-73.820186,https://en.wikipedia.org/wiki/Beach_98th_Street_(IND_Rockaway_Line)
SEASIDE BEACH-105TH STREET,40.583217,-73.827594,https://en.wikipedia.org/wiki/Beach_105th_Street_(IND_Rockaway_Line)
ROCKAWAY PARK-BEACH 116TH,40.580725,-73.83618,https://en.wikipedia.org/wiki/Rockaway_Park%E2%80%93Beach_116th_Street_(IND_Rockaway_Line)
DITMAS AVE-MCDONALD AVE,40.6362639,-73.9781722,https://en.wikipedia.org/wiki/Ditmas_Avenue_(IND_Culver_Line)
AVENUE I-MCDONALD AVENUE,40.6259222,-73.9762194,https://en.wikipedia.org/wiki/Avenue_I_(IND_Culver_Line)
MCDONALD AVE-22ND AVE,40.620861,-73.9752306,https://en.wikipedia.org/wiki/Bay_Parkway_(IND_Culver_Line)
